BoostPressure,EngineFuelRate,EngineLoad,EngineOilPressure,EngineRpm,GroundSpeed,HaulDistance,Payload,TankFuelLevel,GearSelect,ServiceHours
0.0,17.4,8.9,399.63,699.9,0.0,0.6,89.23,30.41,0.0,315.62378266840824
0.0,17.35,8.73,403.95,699.9,0.0,0.6,147.82,30.42,0.0,98.18491152482602
39.27,197.28,59.73,486.45,1330.32,8.78,0.6,209.71,30.25,5.6,67.93566350353649
64.08,218.49,69.93,490.98,1411.53,7.03,0.7,209.1,30.02,6.0,690.4008097621263
14.2,55.76,16.23,513.57,1518.55,14.07,0.77,209.1,30.38,6.0,534.9329412309744
116.58,326.15,97.67,493.95,1497.35,13.7,0.96,209.1,30.06,6.0,576.0391457597434
48.47,142.17,41.63,513.93,1603.75,10.02,1.06,209.1,30.12,6.0,732.1336074793362
19.65,52.53,13.6,524.25,1636.63,17.02,1.21,209.1,30.17,6.0,182.17843969355454
21.23,87.44,21.0,508.5,1550.75,11.4,1.36,209.1,30.07,6.0,140.9707381312619
31.45,165.08,57.8,465.1,1232.63,5.55,1.5,209.1,29.78,6.0,208.77141495105752
21.18,98.22,41.13,443.65,1069.57,3.12,1.53,209.1,29.9,1.67,259.4118537512986
5.02,58.01,24.93,414.22,940.8,0.0,1.6,209.1,30.05,1.8,558.9399811055046
7.98,68.99,33.93,443.53,1054.83,3.17,0.91,118.49,30.01,3.33,166.83318389649503
29.02,127.82,35.3,503.38,1465.25,10.62,0.02,0.0,29.98,5.67,154.6216089829395
66.17,214.7,59.0,515.62,1651.2,20.4,0.18,0.0,29.81,6.0,209.31455633442965
34.55,116.28,31.6,496.98,1471.17,12.25,0.37,0.0,29.84,6.0,307.86817700395477
14.83,74.79,18.87,519.33,1614.02,20.72,0.53,0.0,29.84,6.0,189.22071354163927
59.7,192.76,54.7,498.65,1489.03,14.65,0.74,0.0,29.79,6.0,725.2103181845159
1.57,31.26,19.83,384.23,723.0,1.75,0.8,0.0,29.89,6.0,694.8314395006528
6.08,55.28,23.67,432.67,998.78,4.7,0.86,0.0,29.69,3.13,98.82801034775912
0.7,22.92,13.23,390.07,705.53,0.73,0.9,0.0,29.85,-0.4,662.1114832738094
0.02,16.3,8.3,387.37,699.12,0.0,0.9,0.0,29.89,0.0,663.3931797990226
0.0,16.17,8.3,392.67,700.28,0.0,0.9,31.67,29.87,0.0,751.8627361450926
0.0,15.98,8.27,397.25,699.92,0.0,0.9,91.49,29.88,0.0,377.07172829714546
6.08,74.11,26.63,431.43,949.62,2.75,0.9,164.31,29.72,2.4,231.12657561450033
23.67,124.34,35.7,517.33,1581.83,11.23,0.93,182.53,29.55,6.0,678.1308432942315
30.42,128.21,37.37,521.07,1599.33,16.57,1.08,182.9,29.75,6.0,734.2451656774792
106.7,319.84,95.5,495.42,1528.02,11.1,1.23,182.9,29.28,6.0,83.84284030454
23.0,87.61,24.53,511.0,1563.2,11.17,1.34,182.9,29.46,6.0,728.618579597096
23.4,82.92,19.1,513.53,1569.55,16.08,1.49,182.9,29.5,6.0,218.4303579540283
34.35,123.98,33.23,509.83,1548.47,12.75,1.65,182.9,29.46,6.0,666.2554526106105
34.92,163.43,49.0,479.17,1334.88,7.67,1.77,182.9,29.26,4.37,236.93236924690427
25.42,140.34,49.87,494.0,1410.45,1.77,1.8,182.9,29.29,-0.5,268.5582736261131
14.17,112.73,48.37,438.23,1050.4,4.13,0.96,91.45,29.32,5.47,425.68238326626306
38.12,178.5,46.53,509.82,1594.0,13.48,0.05,0.0,29.13,6.0,379.21233111960464
55.17,174.32,47.0,511.3,1591.03,18.97,0.21,0.0,29.14,6.0,458.5253911972686
30.58,138.44,38.33,498.58,1507.75,13.32,0.41,0.0,29.14,6.0,109.07063090518932
0.88,39.75,25.33,381.9,701.02,0.0,0.7,0.0,29.3,6.0,795.5701392400879
0.82,39.56,25.23,382.65,700.75,0.0,0.7,0.0,29.3,6.0,423.42101763753453
0.77,39.47,25.33,382.53,698.67,0.0,0.7,0.0,29.3,6.0,93.61622131840704
4.15,43.4,22.23,415.95,896.8,2.95,0.7,0.0,29.31,5.83,391.43547774557373
0.98,34.31,21.17,396.35,760.43,1.6,0.7,18.04,29.05,-0.5,668.1987060380488
0.0,19.14,10.3,386.32,700.0,0.0,0.7,74.5,29.0,0.0,55.97908077620377
0.0,18.49,9.83,391.37,700.63,0.0,0.7,124.03,28.98,0.0,305.4593627751601
14.92,104.35,37.97,451.9,1087.88,4.77,0.7,172.98,28.85,4.8,771.3235026622715
47.73,198.47,65.97,459.15,1216.9,8.2,0.73,178.22,28.89,6.0,102.08089699449192
75.45,223.12,73.33,469.67,1313.32,6.47,0.84,174.5,28.74,6.0,338.24730513751274
50.05,118.79,34.97,509.45,1574.7,15.78,0.96,174.5,28.97,6.0,302.3658200111531
18.25,69.51,18.4,512.55,1567.3,14.43,1.15,174.5,29.05,6.0,767.4080827776925
21.33,132.17,46.6,472.18,1285.33,2.37,1.2,174.5,29.05,0.8,456.3930877796374
24.75,132.27,42.9,448.23,1168.72,8.17,0.64,87.25,28.98,4.8,420.62912407940894
60.8,195.15,58.67,485.47,1411.52,20.47,0.15,0.0,28.84,5.53,391.09515759095666
1.37,28.72,15.93,378.9,717.97,0.48,0.2,0.0,28.97,0.27,717.1911940396021
0.17,18.5,9.87,381.48,701.05,0.0,0.2,0.0,29.05,0.0,422.5035807441891
0.08,18.23,9.43,386.97,700.0,0.0,0.2,0.0,29.05,0.0,350.36947263988986
0.0,17.89,9.17,391.72,701.17,0.0,0.2,0.0,29.05,0.0,229.7728542114346
0.0,17.93,9.23,395.33,700.25,0.0,0.2,0.0,29.05,0.0,198.49641051936487
0.0,17.8,9.3,398.6,700.53,0.0,0.2,0.0,29.05,0.0,548.6709969598596
2.3,19.19,4.67,542.13,1673.48,16.53,0.42,0.0,28.97,2.9,196.62187573986012
64.82,240.66,67.73,524.38,1686.45,16.7,0.59,0.0,28.64,3.0,682.8792884952563
6.22,54.04,14.93,497.48,1408.67,9.43,0.74,0.0,28.8,2.7,465.8008179839526
0.03,19.54,10.57,386.4,700.58,0.0,0.8,0.0,28.54,0.0,67.81591736170958
0.0,19.11,10.17,392.78,700.87,0.0,0.8,0.0,28.54,0.0,664.7135307718127
0.0,19.03,10.23,397.02,700.15,0.0,0.8,0.0,28.54,0.0,435.2235729833192
1.1,33.88,14.97,413.17,791.92,1.23,0.8,0.0,28.75,0.27,442.844155491759
0.0,17.56,9.17,402.13,699.2,0.0,0.8,0.0,28.72,0.0,500.83152076688566
0.0,17.42,8.97,405.57,700.93,0.0,0.8,0.0,28.72,0.0,201.9413509473161
1.65,41.01,20.67,427.23,832.42,2.23,0.8,0.0,28.68,0.2,567.3597112386924
0.6,37.88,21.8,414.52,747.67,0.87,0.8,0.0,28.75,-0.57,582.661560316672
0.0,16.44,8.1,407.68,701.02,0.0,0.8,0.0,28.63,0.0,83.47047639446828
0.0,16.64,8.3,410.4,700.47,0.0,0.8,0.0,28.63,0.0,456.506554379921
11.53,96.67,30.63,466.4,1120.17,4.85,0.8,186.79,28.54,0.8,608.0086948325043
98.07,308.35,91.47,519.63,1615.05,11.8,0.86,192.2,28.37,2.0,39.03393120228429
35.05,116.22,34.1,545.63,1777.28,19.43,1.02,192.2,28.66,3.07,607.7520757560851
114.2,332.19,99.93,489.92,1458.92,11.62,1.19,192.2,28.23,4.0,78.06292489904445
73.58,218.46,60.77,516.03,1647.67,20.38,1.35,192.2,28.38,4.7,308.23833004536573
97.72,268.9,77.43,507.32,1612.37,23.72,1.6,192.2,28.37,5.0,93.59765301685547
43.82,177.4,59.5,459.4,1240.93,5.52,1.96,192.2,28.08,1.67,592.0718315592094
17.65,85.76,27.07,444.45,1140.52,0.47,2.0,192.2,28.11,0.03,261.8228954880615
12.67,74.67,24.73,449.37,1226.93,6.67,0.27,25.63,28.16,1.37,417.71934298491396
22.33,99.09,21.27,513.2,1598.37,21.63,0.12,0.0,28.17,3.73,639.0761593934731
25.62,115.03,26.67,525.95,1692.7,24.88,0.38,0.0,28.16,4.0,342.5303686684638
22.1,117.99,35.63,505.48,1534.62,20.58,0.61,0.0,28.22,4.0,510.2389442966087
60.3,206.16,60.37,518.97,1657.7,19.98,0.83,0.0,27.99,3.87,197.71222212995053
26.22,95.81,25.23,515.3,1581.93,14.22,1.02,0.0,28.07,3.0,715.8915408854373
4.23,44.62,22.83,417.98,888.9,3.43,1.1,0.0,28.05,0.23,663.0374608372222
0.45,24.51,13.47,383.17,713.9,0.33,1.1,30.45,28.28,-0.17,600.0279049195524
0.0,17.11,8.7,384.37,699.62,0.0,1.1,88.13,28.23,0.0,717.6656203210005
0.23,26.5,11.5,393.58,737.23,0.37,1.1,155.39,28.25,0.1,492.39655533936457
64.93,261.51,76.63,512.67,1632.95,10.62,1.11,197.5,27.61,2.47,550.5337819967826
47.7,131.01,40.63,530.4,1705.33,14.87,1.23,190.9,27.82,2.63,607.8499553487054
105.47,313.02,92.9,498.83,1551.75,17.5,1.43,190.9,27.48,3.5,105.28739886934636
80.4,227.34,64.0,507.92,1623.65,16.5,1.58,190.9,27.45,3.4,353.2561701942177
99.25,267.18,76.67,504.17,1625.45,23.65,1.8,190.9,27.52,4.0,500.87277539260685
91.62,258.63,73.2,502.15,1598.72,23.05,2.05,190.9,27.43,4.0,44.54237313673366
47.27,165.48,55.53,453.85,1213.0,7.63,2.2,190.9,27.35,1.7,425.0073633007705
7.42,51.31,17.57,425.0,1036.15,0.3,2.3,190.9,27.54,0.27,618.3956852432457
12.48,80.1,30.33,446.73,1181.68,4.87,0.38,31.82,27.49,1.67,457.3275551343395
1.32,40.52,26.17,371.47,699.27,0.0,0.0,0.0,27.53,2.0,791.9204323660524
1.17,40.35,25.97,374.75,699.78,0.0,0.0,0.0,27.53,2.0,376.2154462307735
25.73,126.43,37.4,510.23,1594.53,16.17,0.06,0.0,27.44,2.93,691.4771350509254
23.07,138.62,35.17,542.87,1824.52,26.9,0.31,0.0,27.42,4.0,427.3915893694211
18.1,96.61,24.3,501.05,1513.67,21.8,0.58,0.0,27.41,4.0,386.79086123403977
12.98,81.19,26.77,502.47,1497.67,16.1,0.77,0.0,27.43,4.0,279.4979290316696
67.97,218.95,61.57,509.27,1558.57,16.65,0.94,0.0,27.16,3.9,73.58404902828624
0.35,20.8,11.7,374.02,703.1,0.07,1.0,0.0,27.36,0.07,67.37716600808199
2.1,28.14,13.3,399.85,809.07,1.28,1.0,0.0,27.35,0.17,659.3487031867699
0.0,18.19,9.43,386.55,700.13,0.0,1.0,0.0,27.36,0.0,532.0286383298153
1.38,43.75,16.37,411.63,842.35,1.8,1.03,0.0,27.36,0.2,306.10214062168234
1.12,35.5,21.63,406.63,778.93,1.48,1.1,0.0,27.36,-0.6,582.294831639796
0.0,16.56,8.13,394.63,700.6,0.0,1.1,0.0,27.36,0.0,413.4469906426966
0.0,16.19,8.17,397.98,700.12,0.0,1.1,36.49,27.36,0.0,247.39891397484462
0.0,16.18,8.27,404.08,699.53,0.0,1.1,82.39,27.36,0.0,643.7356292852783
0.0,15.97,8.07,407.92,700.73,0.0,1.1,134.11,27.36,0.03,755.642552301324
20.38,139.73,40.6,502.77,1443.4,8.83,1.1,181.37,27.16,1.73,512.9871051464288
12.6,83.91,23.33,542.83,1714.08,17.95,1.22,182.1,27.26,2.97,624.369702998345
104.77,332.19,98.67,495.38,1499.48,14.45,1.42,182.1,26.8,2.53,218.32645351698739
47.25,134.47,38.17,530.58,1687.5,17.92,1.58,182.1,27.04,3.17,188.29138911163318
16.43,84.87,22.07,511.78,1559.6,17.7,1.77,182.1,27.0,3.57,451.71693904005224
30.9,145.53,42.2,493.33,1423.57,10.78,1.93,182.1,26.79,2.9,277.6145062522264
32.12,165.2,56.37,465.5,1252.1,1.3,2.0,182.1,27.04,-0.63,88.18982050743944
16.13,103.49,35.77,451.95,1183.2,3.55,1.13,103.19,26.86,1.1,316.60828262324503
50.72,172.62,46.23,525.38,1683.35,13.4,0.05,0.0,26.84,2.93,795.2093612707977
64.35,221.01,61.27,515.5,1636.13,22.97,0.24,0.0,26.76,3.87,132.20105007727398
23.77,70.35,18.57,526.13,1684.13,24.85,0.5,0.0,26.93,4.1,325.7380707336124
57.47,164.67,50.5,462.6,1251.03,13.23,0.73,0.0,26.6,4.0,75.8180627815309
2.82,36.36,21.27,413.02,955.93,2.82,0.8,0.0,26.78,3.47,662.5300090954697
5.12,31.22,10.53,454.28,1102.25,5.65,0.84,0.0,26.81,1.53,132.69172334008908
0.0,15.93,7.93,385.68,701.33,0.0,0.9,0.0,26.78,0.0,124.96205567875586
0.07,16.26,8.5,392.73,707.97,0.73,0.9,0.0,26.58,0.2,139.8492570840972
0.0,18.23,9.63,393.57,700.5,0.0,0.9,0.0,26.43,0.0,232.98289922777622
0.0,17.87,9.1,397.13,700.53,0.0,0.9,0.0,26.43,0.0,358.3812819068262
0.48,31.67,15.13,405.12,745.02,0.87,0.9,0.0,26.52,0.2,649.0025374607139
0.0,18.2,9.43,401.45,700.38,0.0,0.9,0.0,26.52,0.0,218.25979584475863
0.83,28.94,15.7,413.85,761.4,1.17,0.9,0.0,26.6,0.27,126.51126248470246
0.0,17.73,9.2,405.38,699.13,0.0,0.9,0.0,26.6,0.0,770.7700524883985
0.57,26.89,11.9,419.43,784.95,1.23,0.9,0.0,26.52,0.27,158.6844992628321
0.0,17.68,9.13,408.8,700.22,0.0,0.9,0.0,26.6,0.0,389.11857844034967
1.38,53.37,27.37,425.72,829.67,2.15,0.9,0.0,26.69,-0.07,101.13078071964992
0.0,17.17,8.73,408.6,699.82,0.0,0.9,4.93,26.43,0.0,413.87472859105037
0.0,17.06,8.73,411.8,700.58,0.0,0.9,54.05,26.43,0.0,660.2529823731675
7.02,72.42,24.57,449.72,1002.13,3.03,0.9,115.65,26.46,0.43,54.78746877294907
88.73,277.81,78.1,528.28,1647.97,13.22,0.95,133.82,26.28,2.47,380.7691932267335
36.0,112.69,31.43,549.03,1770.55,18.92,1.12,133.6,26.52,3.43,209.45352889303467
115.47,305.28,87.63,513.3,1620.77,13.58,1.29,133.6,26.14,4.0,612.883373929857
54.85,172.04,44.8,525.73,1692.75,19.28,1.46,133.6,26.17,4.23,131.2275557325338
76.07,218.88,61.0,497.67,1537.8,22.43,1.69,133.6,26.13,5.0,736.113054889749
60.13,186.57,54.97,490.78,1494.68,13.78,1.85,133.6,26.12,5.0,84.1992123167729
55.87,188.93,58.33,486.08,1437.13,9.95,2.01,133.6,25.91,5.0,403.1368049548764
26.05,144.54,49.7,447.07,1173.57,1.95,2.1,133.6,26.07,-0.63,379.3937803761801
7.02,53.55,20.73,431.67,1068.13,2.68,1.12,75.71,26.2,0.83,227.66514133659075
13.5,60.33,21.77,449.75,1159.7,7.7,0.05,0.0,26.08,2.8,610.7853844892961
27.33,135.04,35.6,523.2,1678.3,17.53,0.14,0.0,26.1,3.67,553.0838414219616
22.55,119.53,29.63,535.12,1756.07,25.85,0.37,0.0,26.07,4.0,320.2199802711839
14.88,83.24,20.13,518.52,1625.7,21.15,0.62,0.0,26.02,3.6,630.6345910708187
58.2,197.48,57.67,508.43,1572.97,21.85,0.85,0.0,25.84,4.0,276.7824105962063
13.62,59.04,15.63,500.33,1474.92,11.33,1.02,0.0,25.92,4.0,173.88382493468816
3.43,30.68,12.77,403.43,843.72,2.27,1.1,0.0,25.93,0.93,64.48886106796272
0.05,19.59,10.67,382.68,699.72,0.0,1.1,0.0,25.93,0.0,590.8177748498347
0.0,18.92,10.17,388.78,700.52,0.0,1.1,0.0,25.93,0.0,623.745028548059
0.32,33.61,20.17,394.42,713.7,0.32,1.1,0.0,25.95,0.5,579.1493394836725
3.87,62.98,28.27,430.87,923.32,3.05,1.1,0.0,29.65,0.3,431.4948168470364
0.02,17.83,9.2,393.75,699.82,0.0,1.1,53.16,25.97,0.0,648.0156623885123
0.0,18.03,9.43,395.93,698.57,0.0,1.1,113.64,25.91,0.03,343.4748977758136
66.22,247.15,72.37,521.52,1643.78,10.97,1.11,165.14,25.66,1.93,190.9314693073975
42.5,113.42,32.73,540.43,1749.55,14.63,1.24,161.4,25.78,2.2,129.03270062504453
99.53,291.88,85.53,497.68,1546.58,17.15,1.43,161.4,28.64,5.0,562.1591034862504
80.77,220.93,60.73,517.08,1676.8,16.23,1.57,161.4,25.53,5.0,668.3350061289384
80.32,250.1,70.27,506.58,1615.28,20.65,1.79,161.4,25.49,5.0,256.6210442225856
74.57,220.95,58.7,517.4,1685.72,19.5,1.99,161.4,25.4,5.0,621.115819308412
73.62,236.7,69.43,489.7,1492.75,13.27,2.18,161.4,25.29,3.5,597.886585821805
36.82,149.93,55.17,444.25,1083.43,3.4,2.28,161.4,25.21,0.47,611.7709205303108
9.9,62.75,23.03,430.63,1088.05,0.23,2.22,161.4,26.6,0.43,515.1564391233551
18.18,88.51,22.33,504.25,1557.17,14.2,0.03,0.0,26.09,2.73,285.03900047641946
33.87,129.89,32.67,528.1,1717.35,25.3,0.23,0.0,25.23,4.0,58.14026834545075
19.97,94.35,30.83,521.77,1625.32,16.22,0.79,0.0,25.25,3.0,339.86246926966123
57.58,159.64,45.73,513.27,1611.02,16.92,0.96,0.0,25.06,3.0,519.7592366167228
13.02,110.43,31.5,483.9,1366.75,9.15,1.1,0.0,25.09,3.0,659.1312484805239
2.9,55.85,32.63,399.5,791.6,1.7,1.18,0.0,25.22,-0.83,354.76791731771664
0.23,18.39,9.73,381.7,700.95,0.0,1.2,5.12,25.26,-0.03,337.27452280564466
0.0,17.46,9.0,385.98,700.4,0.0,1.2,36.88,25.26,0.0,418.28078295721207
0.0,17.59,9.13,391.22,700.22,0.0,1.2,104.66,25.26,0.03,767.3406886672601
41.1,192.93,63.7,505.48,1532.77,6.97,1.2,176.0,24.96,0.8,427.7770367622725
15.02,98.63,37.23,460.53,1208.22,2.25,0.84,129.07,24.69,0.67,46.003697020190884
12.02,84.4,30.5,468.95,1260.92,7.45,0.0,0.0,24.87,1.43,47.934498441114556
8.82,72.02,25.6,448.9,1091.55,6.18,0.1,0.0,26.98,1.1,193.38124431998585
0.95,32.04,17.43,391.18,733.18,0.72,0.1,0.0,25.0,-0.4,377.35181957618624
0.0,16.09,8.1,389.27,700.42,0.0,0.1,0.0,25.17,0.0,119.41061496260227
0.0,16.04,8.07,394.33,700.1,0.0,0.1,11.06,25.11,0.0,560.6056794056203
0.0,16.45,8.13,398.87,699.27,0.0,0.1,83.71,24.82,0.0,341.22905196866486
12.85,95.3,31.73,463.27,1144.8,4.5,0.1,163.9,24.68,0.57,647.5643449921045
17.93,116.16,34.67,482.43,1291.3,2.65,0.1,66.0,24.53,0.5,552.789034278685
22.38,125.17,46.37,460.8,1160.52,6.3,0.16,0.0,24.53,1.73,704.1353533957154
23.42,138.63,41.1,499.43,1471.87,9.27,0.24,0.0,24.46,2.0,217.52877644798718
5.58,34.64,12.13,473.67,1269.48,7.6,0.32,0.0,24.78,2.0,612.1577580582234
13.12,105.83,30.9,481.83,1314.62,8.53,0.44,0.0,24.53,1.3,642.148122795028
0.93,34.19,22.2,392.62,726.88,0.42,0.5,34.65,24.84,-0.53,371.75054875532805
0.0,18.65,10.03,390.48,701.0,0.0,0.5,38.5,24.88,0.0,480.3145472346805
0.0,18.08,9.4,395.37,699.07,0.0,0.5,40.0,24.82,0.0,515.7158299072107
0.0,18.16,9.37,399.45,698.95,0.0,0.5,73.17,24.73,0.0,71.42040705942782
11.27,94.79,31.8,440.75,991.78,3.63,0.51,145.03,24.54,0.63,680.9351222024852
96.35,275.25,80.2,517.75,1606.12,11.85,0.64,178.7,24.26,2.0,727.9652609562327
48.57,149.16,44.6,533.93,1707.77,21.33,0.8,178.7,24.43,3.97,409.8916312523361
125.1,331.01,97.47,496.52,1563.08,13.85,0.98,178.7,24.08,5.0,759.2462026287394
102.17,282.51,82.13,500.68,1589.25,27.12,1.2,178.7,24.27,5.0,373.5424746047938
34.85,108.71,38.7,441.22,1131.15,11.98,1.46,178.7,24.07,3.73,337.0701670713024
58.03,185.7,52.7,491.65,1465.08,14.12,1.56,178.7,24.02,2.63,120.13496567003313
7.98,67.74,25.07,438.08,1094.72,0.9,1.6,178.7,23.84,-0.47,745.1889712845586
10.65,81.51,38.73,421.53,992.02,4.7,0.59,65.52,24.08,1.1,393.928451934582
32.37,153.82,38.47,539.33,1787.5,21.22,0.1,0.0,23.92,3.33,757.7152856916946
21.62,101.17,23.6,517.87,1621.17,23.02,0.34,0.0,24.03,4.0,728.0430882581277
10.15,57.45,15.17,527.45,1677.97,19.23,0.56,0.0,24.04,3.4,112.5390545912669
63.65,224.04,61.57,519.8,1666.78,18.15,0.75,0.0,23.89,3.9,127.33347111099283
7.07,31.66,6.73,502.63,1485.52,13.75,0.94,0.0,24.02,4.0,466.55587184173055
4.03,51.58,24.57,419.55,920.5,3.23,1.0,0.0,23.89,0.87,530.0650033790444
1.15,33.97,21.03,390.18,741.03,0.6,1.0,0.0,23.87,-0.43,198.33044456459174
0.0,18.11,9.53,386.2,701.15,0.0,1.0,0.0,23.84,0.0,79.1045215683771
0.03,22.77,12.0,391.48,709.88,0.1,1.0,98.79,23.83,0.07,356.80166402967734
79.0,281.72,85.07,525.9,1700.55,12.48,1.02,142.1,23.64,1.83,616.3778083112265
28.85,82.43,24.27,539.7,1736.68,16.6,1.16,139.4,23.75,2.57,437.00709046938573
116.05,325.57,98.67,499.45,1565.68,15.83,1.35,139.4,23.61,4.0,340.6637224476144
73.07,215.18,61.03,504.4,1606.67,20.9,1.52,139.4,23.62,4.0,696.0245607058459
75.72,212.86,58.4,501.22,1570.53,22.33,1.78,139.4,23.52,4.0,79.49132089075283
50.32,165.46,46.3,495.83,1497.03,14.5,1.96,139.4,23.42,4.0,253.2827079857816
8.7,70.33,24.6,434.83,1098.27,0.88,2.0,139.4,23.46,-0.17,694.1182753179164
3.08,53.44,30.57,379.85,762.68,1.67,0.61,41.82,23.32,1.0,64.96563099963532
25.88,108.96,26.07,529.8,1705.47,17.28,0.05,0.0,23.46,2.93,185.44881551593426
21.1,100.8,23.07,528.42,1693.37,20.03,0.24,0.0,23.44,3.57,754.7001325275633
45.27,177.11,48.3,507.15,1579.83,21.53,0.46,0.0,23.4,4.0,292.3318186378456
109.37,292.43,81.63,517.22,1708.05,21.4,0.7,0.0,23.06,4.0,463.4600656905095
53.87,191.26,49.5,509.0,1616.1,17.47,0.89,0.0,23.09,3.0,263.23639028007165
31.85,133.7,32.33,498.55,1528.53,16.55,1.07,0.0,23.0,3.0,83.01522392590414
41.15,157.04,40.33,523.07,1712.58,22.43,1.27,0.0,22.86,3.67,245.06772414484294
52.08,175.37,46.37,524.93,1723.02,25.28,1.53,0.0,22.86,4.0,223.67026285798056
72.9,221.42,59.4,520.27,1713.25,25.22,1.79,0.0,22.86,4.0,738.9483571391611
51.87,183.82,49.97,489.87,1485.37,20.97,2.03,0.0,22.83,4.0,557.600589392212
4.15,49.52,27.43,413.77,877.4,3.68,2.19,0.0,22.89,1.57,797.7899123813622
4.83,56.49,24.7,396.98,940.57,2.37,0.88,0.0,64.11,0.37,693.7671750270529
24.28,121.74,32.67,543.3,1749.7,12.65,0.04,0.0,91.64,1.7,583.4465471928124
1.45,19.92,13.23,384.62,1324.03,1.97,0.09,0.0,90.96,0.53,25.38212173897773
3.52,56.03,19.47,468.62,1099.33,1.68,0.0,0.0,92.81,0.33,202.2638866375055
12.45,108.88,30.17,578.8,1871.4,18.17,0.05,0.0,92.99,2.63,379.044723724277
13.75,92.63,24.17,562.68,1804.45,24.63,0.28,0.0,93.15,3.77,757.7001833594113
19.48,130.55,35.23,562.9,1847.08,27.23,0.56,0.0,93.39,4.0,755.6274995311978
28.85,166.51,57.0,565.03,1909.02,28.05,0.85,0.0,93.39,4.0,687.1518557564123
20.53,106.4,27.43,529.73,1664.45,22.93,1.11,0.0,93.2,4.0,287.14543563785264
1.05,6.64,1.0,559.8,1842.95,27.03,1.38,0.0,93.2,4.0,471.33487732865615
4.32,48.65,10.5,507.43,1482.42,18.2,1.63,0.0,93.22,4.0,225.1019166020269
0.32,17.74,9.6,395.57,724.0,0.38,1.7,0.0,93.36,0.27,508.2425685917842
1.27,40.27,26.7,389.6,1373.55,4.53,0.28,0.0,96.01,0.23,80.69617506061331
15.45,110.92,29.57,521.4,1562.07,10.07,0.01,0.0,93.84,1.3,345.6884663224628
4.82,32.33,6.17,551.97,1775.43,15.35,0.14,0.0,94.16,2.23,340.6768032103719
54.18,223.85,62.77,514.2,1596.42,15.17,0.31,0.0,93.92,4.0,164.92139720183332
8.78,40.51,8.73,504.57,1487.02,11.92,0.45,0.0,94.3,4.0,606.0016916252498
3.55,39.15,16.37,431.98,956.98,3.87,0.5,0.0,94.48,2.53,155.263296360994
0.8,29.27,16.3,402.82,753.77,1.38,0.57,11.83,94.64,-0.4,167.62092331545136
0.0,17.31,8.7,393.67,700.32,0.0,0.6,49.57,94.72,0.0,651.3243672149983
13.33,124.1,45.17,466.2,1184.35,5.25,0.6,135.91,94.38,0.8,542.8243194863899
84.7,258.1,77.23,528.85,1685.0,9.8,0.66,142.4,93.84,1.0,411.3481491980201
4.38,21.48,5.9,531.38,1652.05,12.83,0.76,159.44,93.98,2.27,605.1211026718374
101.63,309.27,90.4,497.8,1533.8,14.1,0.94,170.8,93.8,3.0,372.1131242067204
60.57,194.54,52.73,501.55,1526.67,12.08,1.06,170.8,93.65,3.13,567.6374248674547
60.58,171.5,45.0,506.5,1579.08,17.3,1.22,170.8,93.68,4.43,152.72325877696858
74.17,207.85,60.8,497.25,1508.8,18.67,1.4,170.8,93.35,5.6,409.25447613047436
69.02,213.3,60.07,490.42,1477.85,15.52,1.59,170.8,93.08,6.0,483.0502615379519
34.02,122.75,46.37,442.25,1104.67,5.17,1.7,170.8,93.29,2.8,244.01270571909845
10.5,66.96,22.93,461.13,1208.05,2.07,1.53,153.72,93.71,0.47,537.6403231211589
20.08,105.94,25.93,514.7,1596.48,14.93,0.03,0.0,93.44,3.2,286.81541612301953
17.93,73.74,16.7,510.0,1544.15,19.07,0.22,0.0,93.58,4.0,110.67210596046061
9.72,67.06,15.17,495.27,1443.8,14.25,0.4,0.0,94.05,4.0,418.20807484636316
2.87,35.62,6.13,546.52,1737.08,18.62,0.74,0.0,94.42,3.0,263.7456427970901
0.45,25.59,14.7,405.57,772.65,1.65,0.8,0.0,94.56,0.73,456.6441437353715
3.1,57.66,30.2,424.73,855.88,3.35,0.9,0.0,94.31,-0.27,183.27129717458592
0.0,16.1,8.2,395.73,700.3,0.0,0.9,21.93,94.38,0.0,200.4632889976201
0.0,21.26,10.8,399.32,711.15,0.15,0.9,87.31,94.38,0.07,366.86513751630264
35.25,216.43,75.17,490.08,1355.1,6.3,0.9,140.1,94.33,1.0,40.25111457274761
86.97,277.05,87.97,522.02,1686.42,13.53,0.98,135.0,93.72,2.2,250.80271503457334
94.33,249.32,74.0,510.98,1640.27,14.35,1.13,129.9,93.31,2.4,223.2169279367954
16.73,60.9,14.97,537.75,1750.0,19.05,1.32,129.9,93.23,3.0,123.42443340530735
27.22,116.94,30.77,511.63,1579.92,16.5,1.51,129.9,93.67,3.0,705.0616973795113
9.98,80.39,32.93,423.72,946.3,3.72,1.6,129.9,93.57,3.0,196.40112035178754
21.48,139.5,55.37,442.58,1071.18,1.85,1.6,129.9,94.0,-0.13,333.6235235068307
20.62,101.45,35.17,468.92,1275.55,2.97,1.0,82.27,93.91,0.67,681.7463162896747
55.75,196.05,55.1,520.82,1678.3,15.2,0.05,0.0,93.74,2.47,497.59307636503945
60.08,187.25,51.3,517.42,1640.5,22.55,0.26,0.0,93.83,3.83,195.6014549508982
30.47,104.65,31.03,508.02,1583.75,13.68,0.44,0.0,93.64,4.0,351.33887954155216
